Latin name	Species3	Family3	Order3	Total.individuals	Female	Male	Unknown	Complete.measures	Beak.Length_Culmen	Beak.Length_Nares	Beak.Width	Beak.Depth	Tarsus.Length	Wing.Length	Kipps.Distance	Secondary1	Hand-Wing.Index	Tail.Length	Mass	Mass.Source	Mass.Refs.Other	Inference	Traits.inferred	Reference.species	Habitat	Habitat.Density	Migration	Trophic.Level	Trophic.Niche	Primary.Lifestyle	Min.Latitude	Max.Latitude	Centroid.Latitude	Centroid.Longitude	Range.Size	Species.Status	Sample	Labels
Tyrannus_savana	Tyrannus savana	Tyrannidae	Passeriformes	11	5	5	1	4	20.1	11.5	6.5	5.4	17.9	105.6	34.2	71.9	32.0	215.0	31.9	Dunning		NO			Grassland	3.0	3.0	Carnivore	Invertivore	Insessorial	-43.34	18.89	-16.29	-58.79899625	8167916.46	Extant	Tyrannus_savana_GCA_013399735.1_msmc2.final	9.0
Upupa_epops	Upupa epops	Upupidae	Bucerotiformes	18	9	9	0	16	56.5	47.1	5.7	6.5	21.2	143.8	29.9	113.9	20.8	100.8	66.93	Dunning		NO			Grassland	3.0	3.0	Carnivore	Invertivore	Terrestrial	-34.84	60.04	28.97	61.73841453	47411719.4	Extant	Upupa_epops_GCA_013397515.1_msmc2.final	6.0
Uria_aalge	Uria aalge	Alcidae	Charadriiformes	6	4	2	0	4	56.8	37.3	8.1	13.3	35.9	196.3	111.2	82.2	57.5	49.8	991.93	Dunning		NO			Marine	3.0	3.0	Carnivore	Aquatic predator	Aquatic	34.56	78.22	58.79	-17.82477091	1547284.08	Extant	Uria_aalge_GCA_013401055.1_msmc2.final	9.0
Urocynchramus_pylzowi	Urocynchramus pylzowi	Urocynchramidae	Passeriformes	4	1	3	0	4	12.7	7.3	3.9	4.6	22.0	73.5	10.8	62.6	14.8	78.2	28.62	EltonTraits_Model		NO			Shrubland	2.0	1.0	Herbivore	Granivore	Generalist	28.83	38.92	33.82	100.0822446	627499.68	Extant	Urocynchramus_pylzowi_GCA_013397555.1_msmc2.final	6.0
Vidua_macroura	Vidua macroura	Viduidae	Passeriformes	9	4	5	0	4	10.4	6.3	4.3	6.3	15.7	69.0	13.8	54.5	20.2	47.3	15.74	Dunning		NO			Shrubland	3.0	1.0	Herbivore	Granivore	Terrestrial	-34.84	19.08	-3.03	21.13196244	13164158.38	Extant	Vidua_macroura_GCA_013400395.1_msmc2.final	12.0
Vireo_altiloquus	Vireo altiloquus	Vireonidae	Passeriformes	22	5	14	3	4	20.6	12.0	4.5	4.7	19.2	80.4	20.1	60.2	25.0	54.2	18.97	Dunning		NO			Woodland	2.0	1.0	Omnivore	Invertivore	Insessorial	10.86	29.37	20.76	-75.54652453	243716.04	Extant	Vireo_altiloquus_GCA_013396875.1_msmc2.final	10.0
Porzana_atra	Porzana atra	Rallidae	Gruiformes	3	2	1	0	3	22.0	11.4	2.8	5.4	30.4	80.0	19.7	60.3	24.5	39.0	77.4	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-24.41	-24.32	-24.36	-128.3154918	41.11	Extant	Zapornia_atra_GCA_013400835.1_msmc2.final	8.0
Zosterops_hypoxanthus	Zosterops hypoxanthus	Zosteropidae	Passeriformes	5	2	3	0	4	13.2	7.3	3.1	3.9	16.1	56.5	10.1	46.8	17.7	39.6	12.5	Dunning		NO			Forest	2.0	1.0	Herbivore	Omnivore	Insessorial	-6.03	-1.96	-4.25	150.4679618	10062.12	Extant	Zosterops_hypoxanthus_GCA_013399795.1_msmc2.final	3.0
Atrichornis_clamosus	Atrichornis clamosus	Atrichornithidae	Passeriformes	3	0	0	3	2	19.8	8.2	3.1	5.0	25.7	74.3	4.4	68.6	6.0	104.3	42.15	Dunning		NO			Shrubland	2.0	1.0	Carnivore	Invertivore	Terrestrial	-35.02	-33.03	-34.31	117.480473	163.91	Extant	Atrichornis_clamosus_GCA_013400975.1_msmc2.final	1.0
Pycnonotus_atriceps	Pycnonotus atriceps	Pycnonotidae	Passeriformes	9	4	5	0	8	15.7	9.5	4.2	4.6	15.1	77.7	13.1	64.0	17.0	67.0	25.5	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Insessorial	-8.85	28.88	10.81	103.5644753	2972073.6	Extant	Brachypodius_atriceps_GCA_013398615.1_msmc2.final	6.0
Callaeas_cinereus	Callaeas cinereus	Callaeatidae	Passeriformes	4	0	0	4	4	32.5	15.4	9.9	13.2	66.5	158.0	18.0	140.0	11.3	164.5	225.37	Dunning		NO			Forest	1.0	1.0	Herbivore	Omnivore	Insessorial	-40.89	-35.1	-38.06	175.607333	4406.46	Extant	Callaeas_wilsoni_GCA_013398955.1_msmc2.final	6.0
Crotophaga_sulcirostris	Crotophaga sulcirostris	Cuculidae	Cuculiformes	15	5	4	6	4	26.9	17.7	9.5	16.5	33.8	129.3	24.8	103.0	19.3	162.7	82.04	Dunning		NO			Human Modified	3.0	1.0	Carnivore	Invertivore	Terrestrial	-23.6	30.19	12.58	-85.96128768	2696933.46	Extant	Crotophaga_sulcirostris_GCA_013397455.1_msmc2.final	3.0
Crypturellus_soui	Crypturellus soui	Tinamidae	Tinamiformes	18	8	7	3	5	24.2	8.0	4.2	3.9	36.4	127.5	32.9	96.4	25.4	47.9	216.16	Dunning		NO			Forest	1.0	1.0	Herbivore	Omnivore	Terrestrial	-22.54	19.13	-4.47	-60.50690479	11151222.76	Extant	Crypturellus_soui_GCA_013389845.1_msmc2.final	5.0
Grus_americana	Grus americana	Gruidae	Gruiformes	4	0	1	3	4	148.8	77.1	13.1	22.0	288.8	605.8	258.8	347.0	42.7	208.8	5825.99	Dunning		NO			Wetland	3.0	3.0	Carnivore	Omnivore	Terrestrial	27.41	60.56	53.37	-107.6649448	6122.49	Extant	Grus_americana_GCA_013390085.1_msmc2.final	2.0
Cettia_vulcania	Cettia vulcania	Sylviidae	Passeriformes	4	2	2	0	4	13.7	7.0	2.7	2.7	23.2	51.4	7.4	44.0	14.3	55.2	8.0	Inferred		YES	Body Mass	Cettia flavolivacea	Shrubland	1.0	2.0	Carnivore	Invertivore	Generalist						Extant	Horornis_vulcanius_GCA_013401035.1_msmc2.final	13.0
Illadopsis_cleaveri	Illadopsis cleaveri	Timaliidae	Passeriformes	78	24	2	52	4	15.8	8.7	3.2	4.3	25.5	72.7	4.2	64.6	6.1	58.0	30.8	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-5.8	9.29	3.23	5.774439744	977280.91	Extant	Illadopsis_cleaveri_GCA_013399915.1_msmc2.final	3.0
Locustella_ochotensis	Locustella ochotensis	Sylviidae	Passeriformes	5	2	3	0	4	16.2	9.4	3.0	3.4	24.4	69.5	20.4	48.9	29.6	58.2	18.5	Dunning		NO			Shrubland	3.0	3.0	Carnivore	Invertivore	Generalist	41.92	61.38	55.49	146.3116689	837155.24	Extant	Locustella_ochotensis_GCA_013400155.1_msmc2.final	1.0
Malurus_elegans	Malurus elegans	Maluridae	Passeriformes	12	6	6	0	4	13.1	6.2	2.9	2.7	22.7	50.0	5.5	43.8	11.1	75.7	9.59	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-35.19	-31.05	-33.59	116.6271699	71313.86	Extant	Malurus_elegans_GCA_013397995.1_msmc2.final	9.0
Menura_novaehollandiae	Menura novaehollandiae	Menuridae	Passeriformes	10	5	5	0	4	42.2	16.6	7.0	7.6	109.5	280.9	5.7	281.6	2.0	582.7	972.62	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-37.85	-26.55	-32.65	150.2951013	324756.71	Extant	Menura_novaehollandiae_GCA_013396355.1_msmc2.final	7.0
Nothoprocta_ornata	Nothoprocta ornata	Tinamidae	Tinamiformes	5	1	3	1	5	30.9	18.1	7.3	7.1	38.3	185.6	48.5	137.1	26.1	66.0	619.27	Dunning		NO			Grassland	2.0	1.0	Herbivore	Omnivore	Terrestrial	-30.01	-7.67	-18.41	-69.18473668	765344.43	Extant	Nothoprocta_ornata_GCA_013398335.1_msmc2.final	10.0
Nothoprocta_pentlandii	Nothoprocta pentlandii	Tinamidae	Tinamiformes	9	2	3	4	9	27.9	14.7	5.9	5.9	37.0	148.2	33.5	114.7	22.6	53.4	300.73	Dunning		NO			Shrubland	2.0	1.0	Herbivore	Omnivore	Terrestrial	-36.9	-2.83	-22.0	-69.25999455	612683.69	Extant	Nothoprocta_pentlandii_GCA_013398315.1_msmc2.final	10.0
Pachyramphus_minor	Pachyramphus minor	Cotingidae	Passeriformes	9	4	5	0	6	19.3	13.5	8.4	7.6	20.9	89.2	18.0	71.0	20.3	65.1	36.6	Dunning		NO			Forest	1.0	2.0	Omnivore	Omnivore	Insessorial	-18.32	8.56	-4.7	-62.05816723	6895984.62	Extant	Pachyramphus_minor_GCA_013397135.1_msmc2.final	9.0
Panurus_biarmicus	Panurus biarmicus	Timaliidae	Passeriformes	13	6	7	0	4	9.2	5.8	3.3	3.5	19.5	60.0	13.3	46.8	22.1	82.4	13.82	Dunning		NO			Wetland	3.0	2.0	Omnivore	Invertivore	Insessorial	32.86	65.29	44.98	78.51770491	11689099.28	Extant	Panurus_biarmicus_GCA_013398035.1_msmc2.final	11.0
Parus_atricapillus	Parus atricapillus	Paridae	Passeriformes	13	5	7	1	7	10.3	7.2	3.7	4.0	16.8	64.4	12.0	52.5	18.6	61.7	10.8	Dunning		NO			Forest	1.0	1.0	Omnivore	Invertivore	Insessorial	34.2	65.98	50.08	-104.9891099	9078514.18	Extant	Poecile_atricapillus_GCA_013398625.1_msmc2.final	6.0
Pomatostomus_ruficeps	Pomatostomus ruficeps	Pomatostomidae	Passeriformes	9	5	3	1	4	27.7	17.9	4.1	6.6	28.2	85.9	10.1	75.4	11.7	89.2	57.8	Dunning		NO			Shrubland	2.0	2.0	Carnivore	Invertivore	Generalist	-37.09	-24.69	-30.72	142.8896301	1074854.31	Extant	Pomatostomus_ruficeps_GCA_013400735.1_msmc2.final	7.0
Pteruthius_melanotis	Pteruthius melanotis	Timaliidae	Passeriformes	10	2	8	0	4	11.8	5.4	4.0	3.9	19.9	59.3	10.2	49.2	17.2	41.4	13.3	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	3.39	30.31	23.62	97.67847922	841041.72	Extant	Pteruthius_melanotis_GCA_013401235.1_msmc2.final	12.0
Rhegmatorhina_hoffmannsi	Rhegmatorhina hoffmannsi	Thamnophilidae	Passeriformes	7	3	4	0	4	19.4	12.2	4.7	5.0	28.4	78.9	9.8	68.8	12.2	50.8	31.4	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-16.08	-3.36	-9.68	-59.73895965	646225.64	Extant	Rhegmatorhina_hoffmannsi_GCA_013398505.2_msmc2.final	3.0
Sylvia_atricapilla	Sylvia atricapilla	Sylviidae	Passeriformes	21	10	11	0	4	15.2	7.2	3.2	3.4	20.8	75.9	20.5	55.4	27.0	62.2	16.7	Dunning		NO			Woodland	1.0	3.0	Omnivore	Omnivore	Insessorial	14.79	68.26	51.6	26.37421465	8628077.66	Extant	Sylvia_atricapilla_GCA_013398435.1_msmc2.final	6.0
